2020-12-27 00:12:33,麻酱二妮子,从来没有一个人对我说过停下吧，别硬撑了。有的只是不停的鞭打我前进步伐的人啊。
2020-12-27 00:12:03,理想把理想杀害了,好像慢慢在习惯一个人的生活
2020-12-27 00:05:33,你的救世主__,爱了
2020-12-26 23:57:57,范儿范儿范,我也是[惶恐]
2020-12-26 23:56:54,范儿范儿范,好几年没听这首歌了！刷抖音！刷到乘风破浪的姐姐们，竟然在听这首歌[多多比耶]
2020-12-26 23:52:04,今晚早点睡_0_,我快要忘记你了
2020-12-26 23:49:40,蒙牛酸酸乳---,想到陪你共度余生的是别人  就好难过好难过   但我更希望你好  比得到你重要
2020-12-26 23:27:25,Couleur__zz,听不下去
2020-12-26 23:18:40,抹茶姬hime,圣诞夜分手。418天里异国266天。我以为我一个人吃饭旅行到处走走停停，有朝一日可以两人三餐四季。到头来不过还是走回一个人。我独立能干坚强。你知道的，我最擅长一个人。
2020-12-26 22:59:55,秋子鱼酱,的确 我在这么做[流泪]
2020-12-26 22:57:12,秋子鱼酱,这是原唱。。
2020-12-26 22:49:46,方方方吃啥子哟,有些情绪只能说给自己听
2020-12-26 22:46:00,大雁1117,有的人在怀念以前的陪伴，而有的人一直在期待陪伴  或又害怕 不是一直的陪伴。
2020-12-26 22:41:13,苏Cheers灿,感谢分享
2020-12-26 22:40:26,秋子鱼酱,以前听不懂歌词 现在已是曲中人
2020-12-26 22:39:34,秋子鱼酱,我真的是一个人吃饭旅行到处走走停停
2020-12-26 21:42:53,活蹦乱跳的猫-,你为什么都不找我
2020-12-26 21:26:25,阿凉是男孩,🐈当我又想起爱情时，说明我又没有过好自己的生活。
2020-12-26 21:06:03,可爱多养乐多欢乐多,加油！
2020-12-26 20:41:36,M云苗,你知道吗，我其实挺害怕做心理疏导的，可能就在不久之前你看这个世界真的没有留恋了，但不知为何只因那三言两语你又总能换起希望又慢慢暗淡，每当这时，我总感到无限的迷茫，到底哪个是我？我不知道，所有人告知我这只是些小事，那我为什么就解不开了呢，为什么我解着解着就把身边所有都搞丢了呢？害
2020-12-26 19:18:39,Endless一口一口吃掉忧愁,孟佳
2020-12-26 18:15:47,pick紫婷姐姐,最适合表达你的想法的歌曲。最后，你把这片文章转载到其他留言板上，和数字2旁边写下的数字相应的篇数，你的愿望就会成真。最适合表达你的想法的歌曲。最后，你把这片文章转载到其他留言板上，和数字2旁边写下的数字相应的篇数，你的愿望就会成真。
2020-12-26 18:15:16,pick紫婷姐姐,在数字7旁写下的是你喜欢，但不能实现的爱情。在数字4旁边的人是最关心你的人。在数字5旁边的人是给你带来好运的人。 在数字6旁边的人是对你不利的人。 在数字8写下的歌曲是对数字3写下的人最适合的歌曲。在数字9写下的歌曲是对数字7写下的人最适合的歌曲。在数字10写下的歌曲是歌曲是在数字
2020-12-26 18:14:37,pick紫婷姐姐,请写出凭直觉，瞬间出现在脑海里的答案。一次阅读一行..如果你先看了答案就没什么意思了。1。首先从上到下（垂直），写出从1到10的数字2。在数字1和2的旁边各写出一个数字（从1到10之间的一位数）3。其次在数字3和7的旁边各写出一名异性的名字。4。在数字4，5，6的旁边各写出一个名字.请写出
2020-12-26 18:13:53,pick紫婷姐姐,..朋友，家人都可以....（你不认真回答，等于浪费你自己的时间）5。 在数字8，9，10的旁边各写出一个歌曲的题目 ..（凭第一感觉）6。最后，许一个愿望ba...最近最希望发生的愿望，奇迹什么的...许了愿望让我们看看这个游戏的结果吧。首先在数字3旁边的名字，是你爱的人。在数字7
2020-12-26 18:10:05,pick紫婷姐姐,一行一行读下去，不要先看结果。发件人告诉我...测试后10分钟以内他的愿望就实现了。（所以我翻译成中文，在这里留言，原本是韩文的 *翻译技术很烂*）大约需要1-2分钟，但感觉是值得的。试试看吧首先，准备好纸和笔..选择姓名时，请选择你确实认识的人的实名。请写出凭直觉，瞬间出现在脑海里的答案。
2020-12-26 17:54:11,祎祎来啦,我不喜欢这样的自己
2020-12-26 15:56:28,氧气泡沫1901,很有张惠妹的感觉诶
2020-12-26 15:17:14,南风栩,我正在看湖南卫视
2020-12-26 15:08:39,Xie--xl,不够优秀 何以拥有
2020-12-26 14:47:14,wuli岳岳呀,看完爱乐之程过来的
2020-12-26 12:35:27,yuzuchann,小时候听的歌
2020-12-26 11:08:25,觞蓦,我也是～
2020-12-26 10:54:00,zyzyzyzzzyyy,举手
2020-12-26 10:52:31,Dearsean蛐蛐,[圈][圈]
2020-12-26 10:32:59,Siccmiii,原来叶子还有这个版本
2020-12-26 09:41:19,11sxz,[开心]
2020-12-26 08:47:11,Tomato特麻头,一个人生病的时候，真的好痛苦阿
2020-12-26 08:38:41,我們明天見好嗎,好巧 你也是一个人哦
2020-12-26 08:22:36,郑路翊_21y,只是心又飘到了哪里 就连自己看也看不清。
2020-12-26 07:58:42,听昤,街角的那家花店已经很久没开了.
2020-12-26 07:50:01,怎哥哥,这么细心，应该也只有咱俩了吧，虽然我是🥚粉，但我太喜欢听葵唱歌了，而且她唱的歌很对我的口味，这首歌也好喜欢[流泪]
2020-12-26 07:33:28,孤清平,“请你用绝对清醒的理智去压制你不该有的感情。”
2020-12-26 07:16:48,淳渊子,为什么，可惜不是你，的，叶子，不火？
2020-12-26 07:11:48,阿春有一只出走的小黑猫,你会遇到光，你会幸福，[憨笑][憨笑]
2020-12-26 06:39:42,910-109天,平安夜分手  那天开始  接下来我都是一个人
2020-12-26 05:07:03,哼来点草莓吗,从姐姐团综又过来啦～
2020-12-26 04:46:53,Smiling1236,哈哈哈哈哈哈同城，你好会骂，看爽了[大哭]
2020-12-26 04:18:17,Sweetness_Rui,赞了的有和我一样很难过吗
2020-12-26 04:16:02,Sean_-XZ,一个人生活 要努力变温柔啊
2020-12-26 04:10:11,InnNmt,900天到此为止啦 以后你终于不用再为了敷衍而敷衍我了 自由还给你了 快乐也该还给我了吧
2020-12-26 03:56:54,反派行为,我去上学的时候，周末回家。有什么零食放在哪我不知道，就连我妈让我煮饭，连米都不知道在哪里。香蕉放坏了我妈也没说过拿出来给我吃，这个事情我记了太久了，虽然总是说这没关系，我真的不是很想吃那个香蕉。我只是觉得那句“你不是知道在那吗”对我来说这太陌生了。
2020-12-26 01:51:41,小小小yann吖,大半夜真的不适合听这么悲的歌，会难过。[心碎]
2020-12-26 01:49:57,秋起舜华,叶子在没有光的地方也要悄悄生长。
2020-12-26 01:33:31,酸菜炖西红柿,我把qq下载回来了，想着如果明天你在群里回我，我就不删qq了。虽然你一定不会回我。我只是有点儿舍不得。
2020-12-26 01:04:53,酸菜炖西红柿,我在qq群里找到一个我喜欢的类型人了，于是我在考虑要不要卸载了qq
2020-12-25 23:52:19,JasonDMQ,突如其来的关心和长期的聊天会形成依赖。一个人也很好，一个人走走停停，看看风景。
2020-12-25 23:40:24,寒箫清笛,别人我不知道，对我来说，无论在哪里，有我父母在的地方就是家。
2020-12-25 23:39:11,morkang-,圣诞快乐 🎄 你自由122天啦 以后不同路啦 
2020-12-25 23:25:04,听说莫念吃不胖,学会控制情绪了.
2020-12-25 23:03:00,611yl,记得那时候读高中时常睡觉在被子里听这首歌偷偷流泪 怎么时隔这么多年 我又回到那时候的心情
2020-12-25 23:01:36,preciousme1806,圣诞节马上就要过去了。随之而来的是元旦，春节，别说是礼物，连句简单的祝福都没有
2020-12-25 21:48:22,随风而逝的并不只是年华,2020.12.25打卡
2020-12-25 20:23:14,艺嗷,有些人注定相遇时，就注定了遗憾
2020-12-25 15:56:05,伊小布Ann,开口想说很多话，却不能组织言语、无从说起
2020-12-25 13:52:44,耳朵唱歌啦,非常难 活着当下最现实
2020-12-25 12:40:29,暖眸清尘_,太扎心了铁汁[心碎]
2020-12-25 02:07:12,住满昊然的小镇,我我我
2020-12-25 01:09:43,夜深了-L,一年过去了 今天路过之前一起生活过两年的地方 你....过得还好吗？
2020-12-25 00:59:30,axjjj,节日只是让本来就孤独的人变得更孤独罢了
2020-12-25 00:28:28,Lioncerf,“八年四个月零三天”
2020-12-24 22:48:23,流浪动物爱心协会,以前总感觉一个人 不能看电影 不能逛街 不能吃饭 不能看病 后来我自己一个人都做到了
2020-12-24 22:43:03,晚风很温柔y,我有很多的话 不知道从何说起 那么久的恋爱还是分手 那么相爱的两个人还是分开 我现在不知道到最后究竟会跟什么样的一个人在一起
2020-12-24 21:57:06,好好学习茜茜最帅,那个城堡，有一个男孩坐在床边一个人吹着这首歌，安安静静，孤独的感觉。现在那个男孩，弹钢琴时有猫躺在腿上陪他，吹长笛时会有一群爱他的人为他尖叫欢呼，热热闹闹，不再孤单
2020-12-24 20:11:49,白驹过隙___,又是一年圣诞节🎄，可我依旧一个人过，孤单是一个人的狂欢
2020-12-24 19:58:58,god安生,平安夜快乐。
2020-12-24 19:46:18,婉懿-,原来已经平安夜了耶，好感概噢，已经是在图书馆的最后一天了，希望周末能勇敢一点[流泪]考完一定要睡大觉呜呜呜呜呜
2020-12-24 17:26:40,养乐多Ykx,哈哈哈哈哈哈哈哈哈哈哈哈哈哈真实了宝
2020-12-24 15:50:35,害淡,林海 欢沁[汗]
2020-12-24 09:24:33,Anonymous_29,什么时候可以再回悉尼坐在77的副驾听这首歌🖤
2020-12-24 03:58:19,三个金的宇,辗转难眠 有有没有好心人可以聊聊天
2020-12-24 01:21:51,CoMe2Me_r,多教我几句骂人的话[大笑]
2020-12-23 15:07:48,你与未来我与你,那段日子 又回来了 我是真的蠢
2020-12-23 15:06:24,你与未来我与你,你为什么不和我讲 你已经在喜欢别人了？
2020-12-23 11:53:27,周知_秋,没有人能陪你到最后呀。
2020-12-23 10:48:23,银Se耳钉1911,喜欢再高铁上发呆
2020-12-23 10:21:15,Time-Dejavu,重遇是幸运，但是分离却是人生常态
2020-12-22 23:22:08,_娪昉_,越长大越防备了，虽然现在身边人不算少，但其实我已经一个人很久了啊
2020-12-22 22:13:39,你与未来我与你,我也是
2020-12-22 21:25:53,清醒_感动,见过啊  她一直好好教育我  我一直顶撞她  她默不而言  感觉自己可以忍受一样
2020-12-22 08:45:43,像雨像风又像李,异地恋分手的我就是靠着这首歌挺过来的吧
2020-12-21 22:33:57,大鱼心向海,我应该会这样很久吧，那到底是放下了，还是没有啊
2020-12-21 20:48:18,叶子-nmm,今日冬至，记得立冬的时候，自己的焦虑和为难的处境，如今什么都没有了。当时的有人陪伴，如今的独身一人，尽管有些落寞，但这是自己的选择。相信自己的心，不期望，就可以了。
2020-12-21 01:53:05,amzy_7,到了晚上其实就卸下面具了吧
2020-12-20 23:40:24,吹吹晚风叭-,有些女孩子还没长大就没家了
2020-12-20 22:02:15,Amber-lzh,卓叔叔 
2020-12-20 08:06:06,起雾空山,一个人到处
2020-12-20 02:01:59,HH_-RR,最近的距离也是最远的距离
2020-12-19 23:17:54,雨天喝芬达,活了23年 一直是一个人
2020-12-19 22:39:49,Ahahahahahahahhaha-,你会遇到很多有趣的人 然后忘记我
2020-12-19 11:03:41,我就是David嗷,我错了，你说的都是对的
2020-12-19 11:01:41,11sxz,说话怎么前言前言不搭后语呢 你说我还不能说你了？你来网易指点江山呢
2020-12-19 10:07:02,啊仪超爱笑ya,失恋了却不知道找谁诉苦 原以为会是长久的陪伴 最终的低谷期还是得一个人死扛
2020-12-19 09:39:27,小红帽Yim,靠物理升温的冬天
2020-12-18 23:50:48,小羊快跑_L,原来就是这样我的啊 我连自己都不会爱 怎么能好好的爱别人
2020-12-18 22:11:45,四个感叹四个问号,吃饭 旅行 走走停停
2020-12-18 21:46:52,可能因为爱吧,所以努力成长把妈妈羡慕的喜欢的想要的都满足
2020-12-18 20:40:40,我就是David嗷,一个人喷一群人，累不累
2020-12-18 18:15:58,nhvfrgjm,不得不承认经历一些事会变一个性格    很好，以前会让我觉得委屈到崩溃的事，现在笑笑就过去了，一点感觉都没有，麻木了吧
2020-12-18 16:14:58,YOKI酱油,我也是，压制着对自己的失望和悲观，好像怎么做都不够了解自己，或是自己就在不停变化的
2020-12-17 23:17:25,杨复州,我不想戒
2020-12-17 23:13:59,西屋原,好像 我永远都是被留下的那一个
2020-12-17 16:44:31,过来乎1802,哈哈哈
2020-12-17 08:53:28,Sollozar,我想我不仅仅是失去你
2020-12-17 00:04:51,遥夕x,我今天失去了一个最重要的人 ，我知道这一生我都不会见到他了，我刚刚与他告别，我希望他好，但是，别再让我知道了
2020-12-16 23:53:40,第一辆车是玛莎拉蒂,那个时候我还是一只兔子[兔子] 
2020-12-16 22:37:49,方长在哪,网抑云时间到
2020-12-16 22:11:56,红尘客cr,怎么会这样想
2020-12-16 22:11:20,红尘客cr,听一些阳光积极的
2020-12-16 22:10:13,红尘客cr,在你需要的时候
2020-12-16 22:09:10,红尘客cr,坚强点
2020-12-16 18:08:05,11sxz,什么叫嘴臭 都骂上了不然我还得恭恭敬敬给你倒杯卡布奇诺吗？实在管不住自己就去找个工厂纳鞋底 别一天五迷三道没事找事
2020-12-16 14:23:32,鲜血四溅不如点球闪电,在朋友面前逞强说谈什么恋爱 还是忍不住想去找她 曾经和她在一个城市 但是不过是一厢情愿罢了
2020-12-16 03:28:13,疤馬X,我好像一直都是一个人
2020-12-15 23:17:46,谁还不是个正经人,听了很多版本，最后还是选择静下心来听原版。
2020-12-15 23:05:20,clininhen,其实我一个人也会累 我照顾不好自己
2020-12-15 21:09:42,烟月不知人事該,人人都向往着自由，却是被生活所束缚，但你看自由这个词 原本就长得条条框框的，但终究在条条框框里冒出了头​
2020-12-15 18:39:20,小兔子伤心,我也怕啊
2020-12-15 02:07:28,程明淇,好想家
2020-12-14 23:37:34,你的未来有我没,听着这首歌，看着我们的合影，好久不见，不知道你好不好。[痛苦]想你了
2020-12-14 23:17:17,山山而川-清和,希望以后能有一个人能来守护我儿时的梦想
2020-12-14 20:18:30,__LuLu__,羡慕
2020-12-14 20:18:07,__LuLu__,嗯嗯
2020-12-14 19:02:16,---甯,零零落落，空荡荡
2020-12-14 18:49:47,如梦初醒_x,想都不敢想
2020-12-14 12:52:21,姿迷20,这。。。这是怎么回事
2020-12-14 02:35:20,城南花已开_CHT,前两个我同意但别太能干就不同意了
2020-12-14 00:39:45,Rarus,我...
2020-12-14 00:28:56,愿汝佳,祝林晓杰前程似锦，未来可期。
2020-12-13 23:30:00,今年又下雪了,我真的 太羡慕了。
2020-12-13 20:33:50,薛顾琰,永远的欢沁
2020-12-13 19:27:27,桃zi乌龙-,永远要记住：你是个宝贝你是个宝贝你是个宝贝你是个宝贝你是个宝贝你是个宝贝你是个宝贝你是个宝贝你是个宝贝你是个宝贝你是个宝贝你是个宝贝你是个宝贝 ​​​
2020-12-13 14:57:43,ElvinYan,好听的歌不完整  就像喜欢的人却不能在一起.
2020-12-13 14:45:50,木鱼分两畔,加油
2020-12-13 13:35:04,第62碗鱼粥,你不是，你会飞翔，我相信你
2020-12-13 01:52:11,第一只晒太阳的猫,阿桑走那年我高一，寄宿学校每晚晚自习有15分钟的校广播站新闻时间，所以当广播站念出这条新闻的时候，在原本安静教室里引起全班骚动的场景我至今记得。她如果现在还活着，随便上个什么综艺节目，都够我们这代人好好哭一鼻子了的吧，那是我们各自不同又相似的青春。
2020-12-13 01:48:22,请点击查看原图,你的眼睛真好看里面有山川，星河我的眼睛更好看里面有你
2020-12-13 00:48:21,江宁nnn,昨晚是我最糟糕最伤心的晚上，一个人孤独的哭的时候连旁边的风吹乱我头发都会让我崩溃。晚上睡前听着这首歌又忍不住一个人偷偷被窝掉眼泪...
2020-12-12 23:30:59,孤独是月半敲起的钟声,没有
2020-12-12 20:00:30,鯹臭,一个人
2020-12-12 18:04:18,丑八怪嗷_,来日并不方长 总说以后 以后到了再说吧  
2020-12-12 17:53:07,那就等风归来,随风成长，遍地开花
2020-12-12 13:00:08,西北偏北20,希望我们能一直在一起[可爱]
2020-12-12 12:56:10,西北偏北20,希望我们能一直在一起[憨笑]
2020-12-12 12:55:37,西北偏北20,希望我们能永远在一起吧
2020-12-12 06:29:50,许阿姨Vv,我更怕有人突然关心我以后又离开我
2020-12-12 00:03:36,gggoro,原来是过眼云烟
2020-12-11 23:04:49,TanYe-,不用你为我撑伞 我走的很快 你跟不上我的步伐 不仅会淋湿你还会淋湿我 我早就习惯了淋雨的日子 谢谢你
2020-12-11 20:24:20,我是上不了岸的潮,叶子的离开是风的追求还是树的不挽留
2020-12-11 17:28:05,Super丶慢,叶子 祝你幸福
2020-12-11 16:08:25,苏打的梦中情人,哈哈哈哈哈哈哈哈哈哈哈
2020-12-11 12:27:31,小丑爱笑笑,据说这首歌特别适合摩羯座，也许吧
2020-12-11 07:21:22,可悲鬼,来过就够了
2020-12-10 19:08:51,你的烟熏到我的眼睛没关系,那就一个人吧 没关系的我可以
2020-12-10 15:54:37,孤傲帅王子,好烦，不想这样，就不能鼓励一下我等我一下吗？不想找你，你总是敷衍我逃避我，其实挺喜欢你的，只是你总让我不开心。
2020-12-10 00:43:43,Gumiracle,我会离开 如你所愿
2020-12-09 23:43:18,kobebryant_1999,如果父母依旧辛苦  那我们长大还有什么意义
2020-12-09 19:12:47,再长情,那些破事我真的都快讲烂了 到现在你也没懂 那没关系 知道结局我还是会这样选择 只要你愿听就没关系 说真的 往后 望长情。
2020-12-09 10:54:56,Asukaaa_yy,我也是
2020-12-09 01:28:41,canoena,我身上的刺无数次无意间就刺伤妈妈，可是她还是毫不介意的拥抱我。
2020-12-09 00:27:49,豵豵,我想我不仅仅是失去你
2020-12-08 23:27:52,茶茶今天学习了吗,@晚蛰
2020-12-08 22:40:29,我就是David嗷,知道为什么你没家了吗？动不动就嘴臭，还搞点人身攻击，别说了吧，
2020-12-08 19:21:56,11sxz,月亮看了都得感动的来地球给你当护垫哈 条条大路不通罗马 ，通你，天文学家都解答不出来的宇宙中心在哪里，你解答出来了，你在哪里它在哪里
2020-12-08 15:58:38,我就是David嗷,我脚臭不臭我不知道，毕竟我没闻过，但是你的嘴臭，已经沿着网线一路臭过来了[这边]
2020-12-08 15:56:32,11sxz,你是非得来踩一脚显你存在感？隔着网线都能闻到你那股子脚臭
2020-12-08 15:43:54,我就是David嗷,所以只有你可以说，我不能说？
2020-12-08 15:42:37,我就是David嗷,所以才说女人事多[口罩]
2020-12-08 12:39:04,小硕文,她也曾对我说过啊  说要跟我组成一个家  身上挂着她  做饭  打扫家务的时候  身上也要挂着她  要两个孩子
2020-12-08 07:36:13,agonifei,抱抱
2020-12-08 07:34:18,agonifei,我在
2020-12-08 07:20:15,agonifei,快乐点
2020-12-08 07:01:19,agonifei,拉我吧
2020-12-07 23:50:23,zizi-say,同时也在害怕失去.
2020-12-07 22:51:56,桑吉雍措,不能对不确定的东西产生依赖💔
2020-12-07 21:35:06,林间月_3ryC,你越长大就会孤独几分。
2020-12-07 18:51:40,甜甜酱圈圈,徐正安，我很喜欢你很喜欢很喜欢
2020-12-07 17:19:51,隱藏裂縫的玻璃瓶,阿桑都走了11年了啊
2020-12-07 12:25:10,cici279,算了
2020-12-07 02:51:23,TSUIWIM,熬过一个坎就能得到重生。但每一个坎都需要死去一次，并且拼命挣扎活过来，才能算是重生。
2020-12-07 01:50:22,52--hertz--whale,今年春节去哪座城市呐？前年在成都，去年在西藏，今年呐？西安吧。
2020-12-06 22:42:52,Jasinwww,人与人的关系 是越来越淡的
2020-12-06 16:02:41,咸鱼ox,有要黑脚周卡的吗还有四张✌🏿️
2020-12-06 13:07:42,非它不去,他安安静静用笛子演奏过，我们把他扯到这喧嚣中到底是对是错呢？对不起呀，或许当年你没因为这份喜爱走出来，现在Judy该上幼儿园了吧[爱心]
2020-12-06 09:28:55,王实依-,我们会一直一直在一起
2020-12-06 08:49:28,kadd_Lib,你说的屁话是直肠通到你脑子了
2020-12-05 23:10:30,firstsyh,别妥协！
2020-12-05 22:02:17,iiLY_61,抱抱，我连和他在一起的机会都没有了
2020-12-05 20:14:56,B612_9,终其一身
2020-12-05 16:27:23,Charonil,给自己一个新起点。人的一生，孤零零了来孤零零走，我要一个人，拼搏
2020-12-05 15:59:38,Hqi_7,懂王你又懂了？搁这跟我做语文阅读理解呢？
2020-12-05 14:39:56,睡不着阿_,今天我 分手了[心碎]
2020-12-05 14:39:24,睡不着阿_,今天[心碎]
2020-12-05 14:39:13,睡不着阿_,我也分手了
2020-12-05 12:01:51,卿墨_与君同归,我懂你的感觉，只是我谈话的对象是我闺蜜，我笑着说，她哭着听
2020-12-05 08:14:40,零诊7,真的很悲伤这首歌
2020-12-05 00:35:34,Table_who,我一个人吃饭旅行，一个人看书写信
2020-12-04 23:49:28,禾氏呈儿,算了 晚安
2020-12-04 23:39:53,吃不胖913,我真的很担心你，虽然你说你已经习惯了这种状态，但我真的好担心你。
2020-12-04 18:34:16,miltea,好悲伤
2020-12-04 13:02:46,奈何vip,天下没有不散的宴席但你别怕，书上还说了，人生何处不相逢。
2020-12-04 12:55:45,奈何vip,见过好几次妈妈伤心的眼光
2020-12-04 11:39:25,你可是我的神明,所谓的家是归属感，懂？
2020-12-04 08:57:09,Super_Zhen_,[大哭][大哭][大哭]羡慕别人家的孩子结婚了算吗
2020-12-03 23:24:34,张紫怡怡怡怡,占有欲来源于安全感.安全感来源于细节.
2020-12-03 23:22:46,两两七七九九,一个人也没有什么
2020-12-03 23:22:35,地獄人間577,嗯
2020-12-03 19:32:32,顏丙湘,在缺乏安全感的爱里 我敏感 多疑 自卑 恐慌 我没办法好好爱一个人 更没办法让一个人好好爱我.
2020-12-03 19:10:37,静待七爷入眠,好好地爱自己 女孩们
2020-12-03 15:38:45,_Grieved-,我记得深夜食堂黄磊版的也有这个歌
2020-12-03 14:39:43,李昱颖LiYy,第一次听是初中时看蔷薇之恋 只是觉得好听 十年过去了 我终于听懂了这首歌
2020-12-03 01:12:00,DIEingout,初中的时候就在听这首歌 当时只是喜欢旋律 后来慢慢过成了歌词里的样子
2020-12-02 15:25:47,風鈴與八音盒_,而且，在我们的语言中，跟“娶”搭配的是“娶回来”，跟“嫁”搭配的是“嫁出去”。“娶”用于男方，“嫁”用于女方。
2020-12-02 15:23:37,風鈴與八音盒_,p.s.表达个人观点，接受友好讨论，杠精请绕道而行
2020-12-02 15:22:49,風鈴與八音盒_,其实嫁和娶这两个词，怎么说呢，给我的感觉总是有一种不平等。你看“娶”这个词，就像在说这男的，啥都不用做，直接把一“女”“取”过来了，而“嫁”用在女方，却好像在说，女孩子结婚了要跟自己的“家”分离开来。不管别人怎么说，我个人更愿意是两个人都把这个词说成结婚，就有点英文里的marry一样
2020-12-02 15:17:07,風鈴與八音盒_,听你这样说，感觉结婚不是啥好事儿啊
2020-12-02 12:50:22,没能到最后,那就再好不过了   自己好好打拼有自己的归属就很完美
2020-12-02 09:06:51,-分叉的腿毛,叶
2020-12-02 00:40:09,希望自己会吃会穿的Leigh,我不等了也不要想了
2020-12-01 23:55:38,illlllloveyou,你也会想起我吗？
2020-12-01 23:40:21,風鈴與八音盒_,不一定结婚呢
2020-12-01 21:25:06,缘浅情深love,加油，我们一起熬过去！
2020-12-01 15:26:46,背袋熊是个起名废,抱抱，摸摸你的头
2020-12-01 13:50:31,你的二九姑娘,终于 终于
2020-12-01 08:44:59,迅雷链接审核部,中学时看的《蔷薇之恋》，爱上这首歌，女的在网吧追《流行花园》，暴露了年龄
2020-12-01 07:55:25,别说我说谎丶,在杀手直播间听到的。
2020-12-01 01:35:20,你像个豆包,却也弥补不了[心碎]
2020-11-30 23:21:54,没能到最后,结婚之后你就明白了
2020-11-30 18:04:57,凉开水流口水,科比亦然
2020-11-29 17:40:11,李某是硬汉,抱抱
2020-11-29 08:08:17,牵走小狗,当时是怎样有人陪伴
2020-11-28 20:29:39,blueue1807,22年了没遇到一个心动的男生
2020-11-28 12:03:52,知所_,这个就不对劲
2020-11-28 11:43:47,江悠悠,fc
2020-11-28 10:05:55,岁寻-,发现这首歌真的好开心，很好听；这是在我学校走完操场，然后教室那边有有音乐会，然后去看了一下，就发现一个女生在唱这个歌，就从昨晚单曲循环到现在。当叶子也没关系，只要我开心就好，不管身在何处。
2020-11-28 00:46:46,TziHang_,抱抱你
2020-11-27 23:17:44,1_i7UG,我不是不喜欢一个人，只是说好的陪我呢
2020-11-27 20:12:33,安吙,你回来好不好
2020-11-27 20:04:30,安吙,会想起我吗
2020-11-27 17:34:51,私渔,我会努力
2020-11-27 16:10:42,越越达越越,我永远记得那个纯真的你，被固执的我赶走，伤害。幸好，你现在已有家庭，孩子也已经快小学了。那次同学聚会你竟然问我，如果我离婚你愿意跟我在一起吗？我特别想说好啊，但是还是硬着头皮说，我一个未婚黄花大闺女嫁你这个二婚的你想什么呢！希望你幸福啊，要一直幸福。对不起啊，当年让你遇到我。
2020-11-27 15:43:01,haaaappy11,随着社庆的临近，我有一种强烈的感觉，热闹是他们的，我什么都没有。祝他们天天开心吧～
2020-11-27 15:15:49,云村村民160637083830556,理解你
2020-11-27 14:36:28,下一站重庆北,愿所有的翘首以盼 都会久别重逢
2020-11-27 08:56:52,快乐小神仙否里否里,哈哈好吧
2020-11-26 23:42:05,陆月柒的hanhan,“我一个人吃饭旅行 到处走走停停”想哭
2020-11-26 23:07:00,海的蓝蓝蓝,学会与自己独处。
2020-11-26 22:54:31,_颗草莓阿,这人间太苦我不陪你了
2020-11-26 22:17:18,dontfallaway,来了又走了，又回归这种生活，只是没有以前习惯了
2020-11-26 20:55:02,run_aw_ay,背完马原听会儿歌 结果一开口就是老对立统一的味儿了
2020-11-26 20:47:23,Bingo丨BHN,一切都会好起来的 加油！
